NU_CTE_COD	EDAD	CD_ESTADO	CD_POSTAL	CD_SEXO
QWX3AWC6	50	VE	95280	M
JYJXBZEM	25	CH	31184	F
6JNTHQ60	37	TA	86040	M
GD7X60P0	29	DF	04610	F
750AV52S	69	CU	25710	M
UTCJLR8R	32	EM	50190	F
D00M8504	32	EM	54729	M
1FFTHAFQ	35	OA	68000	M
36M274VV	64	DF	15000	M
GDX7ZWSW	29	EM	55067	F
DALECH6N	36	CA	24050	M
B77TH0JJ	33	SI	80950	M
DEXKTDNA	59	HI	42082	F
GKL1SXW0	30	QR	77723	M
MCV7EQF6	36	EM	55600	M
H7W6186T	35	JA	45188	F
J6796JB9	26	TM	89600	F
5MNGZXTS	35	CU	25225	M
DUTT9PYE	29	TA	86150	M
ZFF2H6H0	31	QR	77760	M
ZUP9FEXA	20	PU	72190	M
R3NPPCAL	28	CU	25015	F
XD1HHPCZ	42	VE	95800	M
HKVSUXRH	42	TM	89519	M
WYGUHX29	32	EM	53697	F
EXF453HM	30	QR	77027	F
XM20BVNF	26	DF	01010	F
4P8V6Y88	37	BN	21355	F
8FVHPYKP	28	DF	04800	F
M2SBXW0G	37	MI	60990	M
07816PZ4	30	QU	76118	M
K50GQLVV	28	GU	37218	F
W5Y9T40X	31	CH	32583	M
MVX6MEXJ	24	YU	97246	F
GZF56WPT	34	CH	33980	M
8VLGZ8G3	53	VE	92770	F
BJJ09HBT	66	BN	21260	F
89PPGKVZ	31	PU	72190	F
5B1GK20H	63	GO	41104	F
CMR93PZA	31	BS	23920	M
XC641UBB	23	JA	45235	F
AWSGKSPJ	35	YU	97255	F
FBS20UMN	35	YU	97345	M
1C0S5T49	52	SO	83100	F
MU60Q6N8	81	VE	91097	F
CKKHDGPT	62	MO	62735	F
Q2B8MS2J	22	EM	57100	M
PJHKN0L3	37	SO	83220	F
8DCNKX8N	41	CU	25253	F
XG283BVZ	55	DF	07440	F
0NEKK111	65	PU	72365	M
JF9RQMF4	32	DU	34200	F
CX06QNET	45	QU	76800	M
8CXNHGGF	69	CH	31183	M
8G8YXHCT	40	CU	27642	M
K511474J	52	SO	83106	F
RPMZBDJJ	20	EM	55120	F
TXK1K830	47	EM	55300	M
44YQ6XB2	76	EM	53297	F
UWWCLVTR	62	BS	23090	F
CH04GS3S	31	VE	91637	F
U88BSBC4	33	PU	72365	F
5Q687GS0	56	NL	66463	F
CTLVQU0S	41	JA	44290	M
7LHMM6XK	43	EM	55765	M
WHUWNW79	40	CA	24325	M
CAYTC733	29	TA	86090	F
N7VDKMS7	23	HI	43810	F
6Z5Y0UYF	47	EM	54900	M
17N0470P	63	OA	68000	F
FZ0FSWEZ	27	GU	37417	F
TRG8XW4R	29	DF	06700	M
66J70G99	52	CH	33086	F
BH4RXAWY	33	EM	54256	F
0XAAA1B4	61	TA	86030	M
ZTURYB0R	24	CU	25240	F
CLKMZTXJ	35	MI	59699	M
34ZW21LW	47	TM	88110	F
U6UZNSK8	27	DF	11000	M
2CC2B9E9	51	DF	05349	M
LWL8RB5U	26	CU	27018	F
RSAMRC0G	20	DF	14650	F
9K27J9KV	24	EM	54964	M
ABDRD4AD	36	AG	20169	F
N7C3DX65	22	QU	76907	F
WQHYFPWZ	41	SI	80322	F
0JL3FQLU	43	JA	44540	F
GAD0WYVX	28	OA	69005	F
23TULFPN	47	CU	25680	F
76R410KW	64	EM	55765	M
59KANJCL	47	HI	42403	M
LHRCUP8B	28	EM	52760	F
GRN4Z9W0	62	MO	62573	M
L507LYUS	25	QU	76100	M
047VM24V	77	AG	20285	F
H3MM0SSF	42	MO	62740	M
UPA58JF9	24	EM	54840	M
V4SNN137	27	TM	89610	F
3QG4E3AN	45	CU	25083	F
S1TTYQHE	20	SO	83140	F
E6D1X147	34	JA	44340	F
XDXPK7UV	31	QR	77776	M
X73ZT7DX	51	CH	31115	M
UCJJYQYU	43	QU	76246	M
45QCQF5V	70	CA	24611	M
BVYZ5Q25	31	PU	72810	F
5LVECUSU	42	DF	07440	F
TGP567EA	28	EM	55980	M
8EKUEBXY	32	EM	55270	F
4BQ04WWX	44	BN	21395	F
9U0Y52QB	44	CH	31050	F
E0M90E4N	47	BN	22842	M
BEU01LC7	33	DF	03800	M
5EBRU87C	44	DF	05348	M
32SAK6GY	55	CA	24560	F
73V4LAMQ	55	CH	31510	F
BD4UQ6QA	23	AG	20298	F
N20NS5FG	30	CU	26093	F
0BBLPJL0	37	EM	54140	M
TS7VUW0A	27	VE	92983	F
X71UWGFM	24	EM	57750	M
UQ6104NS	27	SL	79800	F
YL1CY1FN	38	EM	54715	M
F2D118QV	44	JA	45700	F
0UVVUUE5	54	DF	08500	F
0TG0ZN36	47	TA	86400	M
MY2F83JQ	68	ZA	98422	M
ARYCZ4JF	40	SO	85000	M
3H0110C9	63	DF	14050	F
AZQFVUDG	35	YU	97345	M
F8HE7QXJ	33	NA	63135	F
0DGQ6MKK	37	EM	57750	M
HGDXJKJM	34	JA	45110	M
Z6FQ9QKE	27	VE	91018	F
BHBXD9NH	38	DF	06280	F
WV1DX6T3	31	TM	89150	F
D8UQZPBJ	43	MI	61760	F
03SUV3LF	28	CS	29286	F
760Z172Y	59	JA	45750	M
YD0JM80S	28	HI	42808	M
6BY8S66V	51	EM	50885	M
TU3MFSBP	37	PU	72314	M
82D7NRFU	35	NL	66473	F
7WJTYD6J	38	JA	45040	F
KZFFTNHC	22	EM	52970	F
WXRCELT9	48	GU	37800	M
QHQLDECD	20	EM	54150	M
DB5DQB90	43	GO	39210	M
W88QC0ZK	22	JA	45656	M
RLTGYBJ0	23	EM	55785	F
BAG0M18L	45	MI	59624	F
HPTLJ0AR	31	DF	03430	M
GYW26RU0	65	MI	58147	M
JDSB096S	27	DU	34500	M
38HEB16N	48	CA	24140	M
B5QTQ9D9	46	GU	36250	M
HGNGU24J	29	CH	31020	F
W3R8V2TS	24	CH	32698	M
HS09K900	63	JA	45030	M
P0ACLJLR	24	VE	94297	M
C7XVYG3F	41	DF	02719	M
GV250G8D	36	MI	58170	F
SHGUKQHU	76	CU	25640	F
9Z8W5Z88	60	EM	55090	M
1VDB60M1	55	HI	42130	F
BEPK845X	73	JA	44990	M
R0TKXTK0	68	DF	14250	M
042K0M0X	31	VE	91726	M
0EKPAX4K	29	EM	56300	F
9HUKMS06	33	MI	58893	M
3QTJ28PT	40	EM	54935	F
GBU87V78	33	BN	22105	F
ULW5DDUC	43	MO	62663	F
7WZ7Z453	31	HI	42700	F
TGSUQPW8	28	EM	53650	M
MGCKVE36	34	QR	77725	M
AY4QM82R	58	DU	34162	M
4XPRKV4U	43	NA	63735	M
S72U6JVU	19	YU	97278	M
XM000JYV	25	EM	55069	M
T1HBK1SM	30	NL	66634	M
C8BDW1RQ	13	DF	07360	M
9TCD5RDD	62	JA	44810	F
B3ZSUAL0	31	DU	34630	F
BKSX50G7	66	CU	26750	F
KCRUP5QX	50	EM	53217	F
PRU43TTK	20	JA	45068	M
R6G5YLHK	21	GU	38186	F
HF7V0SKM	30	GU	37478	F
UHKJ8HXD	31	CH	32280	M
26QWHD30	57	DF	16010	F
UWD9Y1X4	34	JA	48328	M
ZJ3LC662	41	JA	45530	F
TLUHA6DP	26	CU	25017	M
5YMBM1W5	53	MI	61940	M
X5S941M9	23	QR	77506	F
8PV936AF	62	BN	22050	F
10MERJZM	65	DF	06030	F
95N4CHY0	60	CU	27000	M
VH4D8FPT	26	EM	51355	M
CBX0S5X2	37	SL	78438	F
CUAYVYP2	35	NL	66368	M
BNRNQ06S	32	TM	89365	M
B7L6SKJ5	20	QR	77660	M
5QWQ1SUW	48	EM	50010	F
M7JFYPVC	28	NL	64610	F
285JHCVS	41	DF	02070	M
KGSLZD1P	38	CS	30029	M
1F341K6T	62	TM	89365	M
FWN9ZSBU	46	EM	55800	F
SEEP4H2A	22	SO	83280	F
DTGQ6KV1	35	PU	75610	M
APS5Z2QE	65	SO	83116	M
U3QQ05XF	26	NL	67118	F
G4XCWGW5	37	VE	91500	F
PJL53ZZ0	57	PU	72499	M
G0E2VQAT	14	EM	52540	M
C0VV9722	21	CA	24139	F
9XTPZVJB	38	QU	76148	M
JY2C5JM8	25	VE	96365	M
WN9S0GB0	36	MO	62130	F
YQDZ5P7R	21	QR	77710	M
PQ063HXP	21	QR	77500	F
CNZ9P9GD	44	VE	93836	M
CN0RT0Q0	37	MI	58195	M
VRDG6C2M	25	CH	31136	M
U5RXN6GB	27	DF	11000	F
K0PTXA0C	27	EM	54256	F
DLTA4M9E	32	GU	36266	F
21BYGPP6	72	EM	52929	M
B3KVRLBM	23	NL	66238	M
MUPZL65K	24	QU	76125	M
0BUJ9FWJ	24	DF	57900	M
1WTFPY0B	65	JA	45080	F
X1ZW3FH8	50	EM	56535	M
B72GZSBC	45	TA	86720	F
DF8CGJ87	40	EM	54960	F
ZKF6CFAF	39	NL	66612	M
EHY0DGEB	44	TA	86100	M
EU80450V	41	CO	28970	M
A8RQFXMK	23	NA	63720	F
GBRU1FQB	32	CU	25092	M
90ZMHKEV	41	BN	22206	M
6ZQUHX0B	46	SO	83170	M
130B0QY4	69	VE	96730	M
6RNMYR94	45	QU	76118	F
0BSUSG67	29	AG	20256	M
R0PLRL9Y	22	EM	54840	F
2HFLKT5U	44	GU	38300	M
A0WGVC0U	32	JA	45430	F
SCM29Z44	21	OA	71222	F
Y1ZM01FU	21	SO	83296	F
YULPR1XY	47	NL	64000	F
X40ZXHDH	23	VE	91779	F
XS61NDSH	27	EM	56334	F
FBNWM3B8	33	EM	54725	M
SB6UTQCC	37	TA	86280	F
9ZHXK0XW	36	SO	83177	F
0J2F8ATV	50	CH	31000	M
0TSNFFJL	48	CA	24600	M
MQJLJ4RF	26	NL	66460	M
MSDVET37	31	PU	74155	M
UVBALGQW	26	DF	08770	F
LMETA97M	28	SI	82128	M
VYCHG0QS	35	EM	54770	F
PKH35RYH	23	NL	66369	M
M9XSH4T1	26	DF	15230	M
H6EYX1G5	50	DF	07130	M
P7PBNA8V	35	NL	66061	F
V051CSEP	42	EM	55270	M
2TMA976Z	50	OA	68237	M
W1PKQN2X	42	HI	42186	F
5L0FAT5R	44	DF	08200	M
4C4V1HL0	45	DF	01460	M
2U0E1VJN	64	DF	03100	M
NEBEK67E	24	PU	72430	M
W1356741	38	OA	68020	F
4Q0NRSQD	48	NL	67193	M
FVWFJ9F3	43	QR	77535	F
FNQNHGWC	63	BN	21330	M
FKZPVSFD	38	NL	66612	F
6SLKQ0ZT	45	DF	15220	F
K46CEQN9	28	GU	38040	F
EU0UDNHQ	34	SO	83117	M
0XLMG1UH	63	VE	94290	F
WNX43YG2	23	QR	77506	M
9BPVG122	42	DF	08830	M
QSUE01DT	23	PU	72490	M
2FJMVZSH	45	DF	10900	M
WQRSM3FP	26	EM	54715	M
DSTBC1KE	29	NL	64750	F
K0FVSEPR	22	JA	44950	M
SAQPQ3Z2	20	CU	25760	M
B68BASFZ	33	CH	33980	M
C2WYCMVM	34	CS	29030	F
MVCSVBWH	58	DF	06430	M
03C850BS	33	CA	24090	M
R1QUSCT2	21	NL	64105	F
63J7E0PT	38	SO	83138	F
YG90WXBX	27	DF	01010	F
U84ZM0YC	34	VE	93600	F
VQJ0G50Q	32	EM	56400	F
AX0ZNSTX	31	EM	56530	M
2TNA00X7	41	NL	66200	M
562NS6XR	45	JA	44150	F
KTC500RQ	29	HI	43940	F
6YB4TR9M	50	EM	55076	F
127ABXEL	59	PU	72595	M
NQ03D567	26	EM	55070	M
D5R20HVC	39	NL	66050	M
W7LRSPWE	25	QR	77507	F
9MGRNHS7	22	TL	90090	M
KASSV9VV	23	EM	52140	F
UTSJ7XD3	43	BS	23470	F
77QCG708	55	CU	25294	F
XQD0LSTP	49	BN	22710	M
BM9KSXXD	32	DU	34198	F
YKDQ6SAU	64	SO	83138	M
FV44PGYP	33	DF	03100	F
9GKK9HTR	65	EM	56530	M
0PARCK7R	47	BS	23473	F
6CQZHRM4	49	DF	01650	F
RC1M8HFF	39	EM	55430	F
EY579PBT	28	NL	66450	F
MLSE3YVA	33	SI	80260	F
3HHRCXV6	57	EM	57500	F
M1CG9GKH	27	QR	77509	F
YKAQZDKT	32	NL	64102	M
135D8PB0	68	NL	67129	M
YPG7RF3R	25	VE	95220	F
ZZ1JSPAQ	25	CO	28000	F
6G6X6KZ5	36	EM	56250	F
EEM2MUUB	40	TL	90356	M
H6W8NAQL	33	AG	20196	F
7WFKSAGF	39	CS	29040	M
A8XCMNEC	30	CH	31184	M
K1MTDHXW	39	BS	23427	M
1Z09BG98	49	VE	93320	M
S0GZWEM7	19	JA	48980	F
USKW1LBN	28	NL	67182	F
9794646U	39	QR	77510	M
N54T16CG	22	DF	03100	M
16QQQVMV	52	JA	49033	F
T9G0XM6S	27	DU	35168	F
30861QFH	56	NL	66436	F
MPZEVQ7A	33	HI	42084	F
1VYPYHPA	48	DF	03630	M
QV38LUGX	27	ZA	99400	F
XW0CCNXY	22	DF	01010	M
CYCS0795	33	SO	85097	M
YJ4M7S6B	29	QR	77710	M
8RK5ZAHU	44	PU	72570	M
S4Y8RWTE	25	YU	97000	M
CNEF80MP	71	DF	03100	F
JJFXP0KU	26	JA	45027	F
UZK9JVUU	40	AG	20344	M
XH7MF6JT	46	CU	27294	M
2DMGKFEF	47	DF	09510	F
UN6TPQUF	36	CU	25084	M
Z3Y3WYVT	40	TM	88715	F
AWD5Y6FV	62	PU	75480	F
HT07ZJJE	31	SI	81820	M
D4AQA5YZ	30	TM	89314	F
MLPNA0NJ	29	CU	26780	F
RM8TXHV8	26	EM	55016	M
F41WCYL0	43	NL	66004	M
SB5ZZHA1	25	SO	85388	F
RFYJSBJN	19	EM	52927	F
QUAR8X20	24	OA	71295	M
6E74290G	29	GU	37138	F
BQ2AJ25J	31	PU	72370	F
P7AT0P4C	22	QU	76806	F
YGL0RU96	37	JA	45067	F
3K8BC359	39	OA	71233	M
89V81JQL	54	GU	36354	M
RWE60QZQ	28	VE	91500	F
2HM26KKV	64	DF	14386	F
564RA44Q	85	NA	63022	F
E2MGJD8C	41	VE	91700	M
1LE1Q82K	56	NL	66050	F
ZRVY9UJV	42	YU	97314	F
J81VDPS7	42	CO	28237	M
X3LNT6YK	46	CU	25904	M
0CCJL3VZ	35	PU	72197	F
KY3BB0YW	23	HI	42082	M
442WCW7J	45	PU	72240	F
H5F3NFBN	43	DF	08100	M
SV8PKR6T	51	DF	05349	M
81KPZWEN	59	JA	44950	M
07FNUU28	30	JA	47270	F
Q9R82XM2	33	PU	75259	M
2LG3CMTF	68	CU	25076	M
3TVJF6YP	64	JA	45640	F
TZ31XS78	35	EM	52778	M
AGFLDREN	60	BS	23407	M
TPBKE0KN	27	AG	20337	M
VXBXGRSF	50	HI	42184	F
T10XTB8Z	60	CH	33059	F
CYVE2N6K	25	TA	86650	M
N6JR4R4F	32	SI	82150	F
0DUJZ394	27	EM	54130	F
4U9YXHAG	65	CH	33980	M
S807VJGH	19	EM	57410	F
DU8XL8XD	31	GU	37260	M
8UZE2Z2G	47	DF	11200	M
K0PCX734	48	DF	04490	M
WR2ABMQT	28	BN	22440	F
NH7W50AK	26	EM	56617	M
J0AHMHG2	25	NL	66636	F
AXNT4D0C	38	JA	45406	M
9SPUL494	32	MI	61516	M
REMWCPHV	61	GU	36300	F
PGMGM2JY	23	JA	45236	M
MEKP75NF	21	EM	54190	F
7W6J53QU	37	EM	50760	M
4LZ7ZGBN	75	DF	04460	M
QATF60NB	31	EM	55050	F
FRPYCEUU	39	TM	89470	F
MN0813XL	41	YU	97370	F
ZXY4H4CD	37	NL	66367	M
B4SB7SPW	38	JA	46200	M
WJXLMZEC	23	PU	72960	M
MJ9PF60T	25	DF	09640	M
2UYT1KMT	63	DF	08100	F
C6DDAB3X	35	QU	76902	F
RM5MXV4S	27	EM	53227	F
9A5LWFLS	30	BS	23920	F
94MZV63K	55	NL	64890	F
LAT9YHRC	28	TM	89849	M
4FV0135C	42	SI	80110	F
PLFJ1N0B	29	DF	09360	F
WYDFMEJG	49	GU	37408	F
6E0H506U	44	EM	53717	M
CRHY6K6M	30	VE	93320	M
0B6XNU7R	31	GU	37606	F
QM697XZ6	21	DF	08100	M
HKWQHWQ3	34	GU	37669	F
92H5JJWX	40	SI	80020	F
F8U52MQT	33	QU	76250	M
E6DNQRFY	28	QU	76085	M
SCD1G6GY	28	EM	50265	M
RDX2DR3P	25	GU	38773	F
NDR5J3QW	26	DF	02100	M
84J3CL64	37	JA	45070	M
0NQ10BAM	63	BS	23075	M
YBUWEGAQ	22	DF	07550	M
S10MTQD3	25	NL	67286	M
S50GVN0E	19	CH	31510	?
85YW7SGM	45	EM	51500	F
GEZ5QUCQ	28	JA	44820	M
EPUZ0KF3	31	EM	54090	M
U8XY40UK	54	EM	54924	F
H5AKT0S0	25	BS	23473	M
5ABKNQVM	28	DF	07300	M
R9EE019V	55	NL	66495	F
U2KHWCHZ	25	GO	39713	M
RVK8CHCU	19	VE	94297	M
7QDDBN4H	54	YU	97139	M
0W6UEVS0	63	OA	68000	F
1TSUZ46W	62	JA	44270	M
L1TFSD7M	28	YU	97457	M
ULYFLYCV	41	MO	62560	M
T5NUHGUQ	32	CA	24095	M
ZZLCCSZ3	21	GU	38186	M
ZNGBCMV2	26	CU	27274	F
XVY5U29X	24	DF	01010	F
CMS8QM4J	35	EM	56617	M
HG84E0J3	29	NL	67184	F
XAVPVR5Y	43	NL	66024	M
Q18YM82N	36	BN	22234	?
4AHVNM1J	44	PU	72530	M
7SKWUKEE	74	DU	35010	M
B0R1NQU5	32	VE	91045	F
S1H2H81K	23	EM	50110	F
HPQ5T9H7	27	QR	77516	M
PZ49Q4GS	19	JA	49053	F
0GM0ALA0	68	NL	64989	M
7FMDNKSR	41	CS	29020	M
JZZZ1MFH	29	GO	40703	M
QKVMVZ05	83	EM	57000	F
0MUC0FJD	65	EM	53100	M
64CXHFHV	48	TA	86611	M
K0TU7V7S	14	DF	06170	M
8ZNAKW9C	79	JA	45080	M
UYF5CXX8	27	SO	83340	M
9QCA5HVL	56	QU	76655	M
7DWVQKUG	43	DF	16040	F
VE9Y1K7D	24	HI	42186	F
THL0V9UD	28	MI	60920	M
1W0JJ6JA	50	SO	83120	M
0UF13YVH	46	CU	25060	F
55QYK9HP	46	DU	34194	F
YY50NZCQ	29	SI	80246	F
XTYGLZT7	30	PU	75020	M
A3N7MCCH	75	EM	52176	M
WXRUHXGB	46	TM	88736	F
0NNB7W07	68	DF	14410	F
S684RFKL	17	GU	38035	M
Z676NTQ3	29	SL	78280	F
0W7M2JZL	69	DF	07020	M
EHHK3XN3	38	VE	96360	M
0GUHBQAB	31	YU	97166	M
S29BC1XB	23	EM	55717	F
KSD2X493	32	SL	78920	M
VDX38MRL	32	ZA	98500	F
1EXY94RG	73	CU	25500	M
RXA4Q4G9	24	CH	32575	M
JW0FZNB2	32	GU	36640	M
01QPL97V	64	BN	21384	M
HHKMY607	26	CH	32609	M
6YJ9S7R9	39	DF	05600	F
A0Q8QVS2	36	DF	10350	M
L1TLWS28	24	EM	52107	M
9U9F94VT	37	DF	10300	F
9G0E7VL8	37	QU	76670	M
87YUWHMQ	52	DF	07600	F
0RK4A48K	65	CO	28979	F
F5LH0RBU	28	CA	24050	M
5GTEHYCU	45	CS	29090	F
WCXZGQ2K	25	SO	83288	M
8A8EQ5ZG	34	GU	37669	M
45S3FW0R	66	NL	67170	M
19QBJ7UH	57	EM	52998	F
L6L3K2R8	31	EM	56390	F
GHW5991W	40	DU	34210	F
RJ6DZSFY	22	DF	04800	F
T6RUPQF0	34	ZA	99800	M
30GRWU63	25	GU	38060	M
LL302100	25	JA	44960	M
MC7967QR	32	DU	34224	M
AKQU34UV	32	JA	44300	M
Y30KN8AF	28	SL	78389	M
LQNNMY1R	32	HI	42039	F
DRC95TQ8	37	OA	70946	M
M23TDF6Q	28	CH	33980	F
CGNF7AKA	27	MI	61516	F
SBHNJDL0	22	GU	38020	M
VE1S6JRD	40	TL	90300	F
CSRZW8N6	27	PU	72830	F
7WWV2HP9	48	EM	54740	F
R8VSXC0S	28	DF	14250	F
HK5AUY3R	31	EM	52920	F
RST2K2D0	26	EM	55248	F
R4L0MJX1	19	EM	54180	M
DT8BLRT8	31	NL	67183	M
9UF4KL5R	36	JA	45685	F
2CYHRQ5Q	54	EM	54050	M
X3S9JEZB	34	JA	45300	F
XFBMH62S	51	QR	77712	M
43E116HB	67	VE	94299	M
JQLQE7TU	29	CU	27087	F
AWG6SU7H	57	VE	91040	M
L0ZQPZU9	23	EM	56780	M
4HV8Z424	56	DF	02000	F
EC7L0E9N	31	SI	80349	M
YYD352XH	26	QR	77516	M
3Q0PNDXC	55	DF	15700	M
WF6QTWN7	27	VE	91680	F
8747GDUV	34	NL	66058	M
WQ9HG2F7	44	QR	77520	M
MF133DGE	22	JA	45655	F
QZH7WS65	26	DF	02250	M
AW7V9W3R	25	SL	78438	F
N006922H	21	EM	52980	M
0BCVP5RE	28	SI	81259	M
4YZKQVG8	42	EM	55764	M
KGPKGXSM	22	DF	07550	M
ZNC09CVU	19	DF	01010	F
00795LWS	30	OA	68010	F
KEF4EJ50	29	EM	54080	M
KZNP1MKR	25	CU	26350	F
ULLQYXL0	31	DU	34287	M
9X1DM9YE	32	CH	31110	F
QCTGVQ7Y	28	BN	22760	F
SH5N4S3M	19	OA	70760	M
QF1YK088	34	JA	47950	M
82NN118Q	35	PU	72420	M
000RB06Z	35	SO	85490	M
7BVL5T22	47	JA	45615	M
YYY107H6	20	GU	36990	F
Q17H7ET6	40	DF	07230	F
WS5PGMYW	24	DU	34120	M
APHSXJNX	59	ZA	98680	F
JPPFC0YY	31	YU	97144	F
G9J25QD0	26	TA	86280	F
UC1M9310	48	SO	84090	M
A6KM7U7W	40	MI	58095	M
0LSH7NQN	77	JA	45400	F
RX0PGCCH	58	EM	52929	F
N194XLU8	28	GO	40034	M
FMF2VYJC	18	DF	01560	M
RVN0JGS9	24	NL	64950	F
NTDQUA8Z	26	YU	97206	M
W04P4YTD	26	CH	31203	F
M3BLH5S9	24	NL	65200	F
U2KE48HK	26	CU	27970	F
67NJVYQH	49	JA	46900	M
TC0MMFCQ	30	TM	87070	M
D95N0YKA	32	TL	90545	M
H9HZNBHK	69	SO	85210	M
1RMP12NQ	78	DF	11410	M
RK2J683H	26	JA	44990	F
KWZDBA0Z	27	MO	62580	F
20ATTZEE	55	DF	07869	M
2WR2HCV7	71	SI	82800	M
V046CUFA	29	DF	04640	M
A1AW9P5T	45	SL	78700	F
ZMMC1U18	33	CS	29277	M
R88A4G4V	25	MI	58250	M
D1BMCGG2	39	EM	54189	M
AXR00ABW	39	PU	72845	F
B20WL2D0	34	EM	54740	M
LLT503D4	59	DF	04369	M
JNQ4LE6M	29	SO	85136	M
X7EXRGLW	28	BS	23940	F
SDA8M465	18	TM	88945	F
CVGXHS2Z	29	PU	72700	M
K34XJPQ0	25	TM	89190	M
88C1MF6E	45	MI	60160	F
FVR730L2	56	BN	21350	F
YGFL2GYC	22	DF	01010	F
UTZA0JRN	32	BN	21323	F
GRYVG0EG	31	SL	78796	M
ABGAB9QF	48	TM	89570	M
TKUFEWT5	28	BN	21250	F
FSYW1QBU	30	QR	77517	M
5FE3Y62P	72	GU	38050	M
VFF8W56W	37	TA	86690	M
4XB9R6H7	47	SO	83553	M
0DBQD0T0	41	PU	72495	F
39AY01GZ	58	DF	09150	F
C9X02XGE	32	TA	86040	F
7SNKX3LW	27	CH	32659	F
47YYP1F0	43	DF	03510	F
3JFSH01F	34	DF	08400	M
6RFGC8N9	37	DF	16300	F
6V56MZUD	45	CU	25710	M
DQBZBGL4	21	CU	27380	F
JVM0C2AL	29	GO	39020	M
ZGPYJV9P	34	DF	01110	F
X4GJA0Z5	31	NL	67050	M
J0TJFED9	49	BN	21453	F
8B154CJB	61	BN	22210	M
QSRLNGA5	63	SL	78340	M
Z00GQ0EA	27	JA	44720	F
AEMCY37V	37	PU	74200	F
MBVSH760	51	GU	37420	F
U0J6KF56	30	QR	77500	M
R8PNQ39B	41	EM	55400	?
KHW310HX	57	VE	91180	M
HC347KP2	28	SO	83104	F
JGF0J8TJ	26	DF	14330	F
DFE845AL	64	BN	22567	F
DGSBA5TS	29	JA	45100	M
TMELRFG2	26	DU	35015	M
RNXGC6S8	27	DF	03740	F
5MNPU6TD	46	PU	72361	F
FV6KT7MD	34	EM	55710	M
Q1WUN1GC	38	NL	67190	F
NL0H0G6Q	28	NL	66420	F
JTJUXRSS	28	EM	50255	M
N2L8K140	25	NL	64610	F
L0TM9LEX	25	JA	45190	F
0Z12HH4M	59	GU	36590	M
3XHUW5TY	74	JA	45600	F
KJAMDM6Y	21	VE	95264	M
9WUJX2JJ	32	QU	76810	F
2SF85E41	54	MI	58500	M
VL5Z18DY	24	BS	23473	M
WR9NW0DK	28	EM	56720	F
86MKNCDK	42	PU	72760	M
UKDX6JZT	26	TM	89734	M
1T6C3Y64	64	HI	42185	F
CGX3WMKR	30	GO	41000	F
VUQEYPP1	43	OA	71980	M
MAWJD8EF	49	EM	55719	F
EB8HJ443	40	QR	77508	F
5LTW2LQ3	44	AG	20280	M
0XEWGBD6	61	DF	04230	M
FY27CQ65	55	OA	68340	M
KM4SBYLJ	59	EM	52978	F
4QX6KTWR	88	PU	72574	M
JLVH0PUE	50	BN	22530	M
NJ3GHS1H	23	DF	07320	F
XRU0Q8N4	23	DF	01010	M
A49458VR	33	CS	30860	F
R066MMHR	24	PU	72017	M
6RT6VGX2	58	MI	60781	M
KZ17C8YW	31	DF	06470	M
G42FPL9D	35	DF	03020	M
9W8J9K29	39	CU	25720	F
NQJN40KT	23	SI	82400	M
0R1EMA2L	55	CS	29020	F
U2PL98N8	26	MI	58095	F
CNW25U03	33	EM	50010	M
7FUZ9U5T	77	JA	44950	F
N2FPCB87	25	BN	22880	F
WWLF9XSN	49	JA	44200	M
XWRLL56T	34	DF	07190	M
T41KV0GU	31	EM	55720	M
M15XLP1C	24	BS	23075	M
W03ZYY03	28	MI	59750	M
11HTFRKN	62	JA	45089	F
NP3JMH5A	22	NL	67190	M
Q12H1HNF	20	EM	50130	F
6PQN2EEJ	62	MI	58070	F
RTYQ0K0A	20	YU	97208	F
RQQNA75W	21	GO	40199	M
3ECHYW9L	42	JA	44900	M
JELSK4A5	27	VE	91000	M
XSRTVZ9E	32	TA	86460	M
9J662M7H	56	SL	78216	F
L8JWASMY	29	EM	57850	F
A4PKTE89	38	TL	90802	M
206110C6	66	GU	37906	F
GBY01NEG	29	YU	97314	F
M2QM8PE6	31	CO	28869	M
0HF60X2Z	27	HI	43999	F
JH48J3TL	35	NA	63352	F
T2R5Q5C6	38	BN	22223	F
09Z3P01Q	36	SI	81263	F
PSVQWAG4	40	NL	66270	M
LSSFDZPQ	26	VE	94945	M
3SFM1MH2	55	GO	39470	M
DC2VS27W	70	DF	07889	F
MN2XFQZ1	22	MI	60470	F
SNS27CHH	25	DF	08400	M
TSGZYFEV	46	PU	73940	F
VY0090XU	52	BN	21482	F
1GEN910C	49	GU	38068	M
Q0BYGPTF	19	SO	83293	F
3NRW0TPC	71	DF	09210	M
9YFN0LQ7	69	VE	91020	F
L9XBYH6N	26	NL	66358	F
E40DTQPC	32	AG	20140	M
GJE8UHX9	33	JA	45525	F
CGLXHG0E	39	JA	45429	M
DQ8QSHAK	29	QR	77728	F
LMYTBERE	25	JA	44250	F
2KUU18H3	53	TM	88715	F
DKBN6CBH	72	GO	39350	F
W880T0JU	28	DU	35175	M
JJ3E0873	27	MO	62573	M
W3CG6JUD	24	GO	39010	M
NCY0HYD4	24	NL	67173	M
RRS9GGCU	63	DF	10200	F
MVPVR3W0	30	VE	96039	M
S4CNBBSF	60	SO	85210	F
80WZGH2T	47	EM	56610	F
